Date,Value,ChangePercentMonth,ChangePercentYear
1989-06,20.27,0.0186,0.3371
1989-07,18.31,-0.0967,0.1226
1989-08,18.83,0.0284,0.2404
1989-09,20.13,0.069,0.5056
1989-10,19.94,-0.0094,0.4683
1989-11,19.89,-0.0025,0.2983
1989-12,21.82,0.097,0.2657
1990-01,22.68,0.0394,0.3318
1990-02,21.54,-0.0503,0.1868
1990-03,20.28,-0.0585,0.0045
1990-04,18.54,-0.0858,-0.0921
1990-05,17.4,-0.0615,-0.1256
1990-06,17.07,-0.019,-0.1579
1990-07,20.69,0.2121,0.13
1990-08,27.32,0.3204,0.4509
1990-09,39.51,0.4462,0.9627
1990-10,35.23,-0.1083,0.7668
1990-11,28.85,-0.1811,0.4505
1990-12,28.44,-0.0142,0.3034
1991-01,21.54,-0.2426,-0.0503
1991-02,19.16,-0.1105,-0.1105
1991-03,19.63,0.0245,-0.0321
1991-04,20.96,0.0678,0.1305
1991-05,21.13,0.0081,0.2144
1991-06,20.56,-0.027,0.2045
1991-07,21.68,0.0545,0.0478
1991-08,22.26,0.0268,-0.1852
1991-09,22.23,-0.0013,-0.4374
1991-10,23.37,0.0513,-0.3366
1991-11,21.48,-0.0809,-0.2555
1991-12,19.12,-0.1099,-0.3277
1992-01,18.9,-0.0115,-0.1226
1992-02,18.68,-0.0116,-0.0251
1992-03,19.44,0.0407,-0.0097
1992-04,20.85,0.0725,-0.0052
1992-05,22.11,0.0604,0.0464
1992-06,21.6,-0.0231,0.0506
1992-07,21.87,0.0125,0.0088
1992-08,21.48,-0.0178,-0.035
1992-09,21.71,0.0107,-0.0234
1992-10,20.62,-0.0502,-0.1177
1992-11,19.89,-0.0354,-0.074
1992-12,19.5,-0.0196,0.0199
1993-01,20.26,0.039,0.072
1993-02,20.6,0.0168,0.1028
1993-03,20.44,-0.0078,0.0514
1993-04,20.53,0.0044,-0.0153
1993-05,20.02,-0.0248,-0.0945
1993-06,18.85,-0.0584,-0.1273
1993-07,17.88,-0.0515,-0.1824
1993-08,18.29,0.0229,-0.1485
1993-09,18.79,0.0273,-0.1345
1993-10,16.92,-0.0995,-0.1794
1993-11,15.43,-0.0881,-0.2242
1993-12,14.17,-0.0817,-0.2733
1994-01,15.19,0.072,-0.2502
1994-02,14.48,-0.0467,-0.2971
1994-03,14.79,0.0214,-0.2764
1994-04,16.9,0.1427,-0.1768
1994-05,18.31,0.0834,-0.0854
1994-06,19.37,0.0579,0.0276
1994-07,19.77,0.0207,0.1057
1994-08,17.56,-0.1118,-0.0399
1994-09,18.39,0.0473,-0.0213
1994-10,18.19,-0.0109,0.0751
1994-11,18.05,-0.0077,0.1698
1994-12,17.76,-0.0161,0.2534
1995-01,18.39,0.0355,0.2107
1995-02,18.49,0.0054,0.2769
1995-03,19.17,0.0368,0.2961
1995-04,20.38,0.0631,0.2059
1995-05,18.89,-0.0731,0.0317
1995-06,17.4,-0.0789,-0.1017
1995-07,17.56,0.0092,-0.1118
1995-08,17.84,0.0159,0.0159
1995-09,17.54,-0.0168,-0.0462
1995-10,17.64,0.0057,-0.0302
1995-11,18.18,0.0306,0.0072
1995-12,19.55,0.0754,0.1008
1996-01,17.74,-0.0926,-0.0353
1996-02,19.54,0.1015,0.0568
1996-03,21.47,0.0988,0.12
1996-04,21.2,-0.0126,0.0402
1996-05,19.76,-0.0679,0.0461
1996-06,20.92,0.0587,0.2023
1996-07,20.42,-0.0239,0.1629
1996-08,22.25,0.0896,0.2472
1996-09,24.38,0.0957,0.39
1996-10,23.35,-0.0422,0.3237
1996-11,23.75,0.0171,0.3064
1996-12,25.92,0.0914,0.3258
1997-01,24.15,-0.0683,0.3613
1997-02,20.3,-0.1594,0.0389
1997-03,20.41,0.0054,-0.0494
1997-04,20.21,-0.0098,-0.0467
1997-05,20.88,0.0332,0.0567
1997-06,19.8,-0.0517,-0.0535
1997-07,20.14,0.0172,-0.0137
1997-08,19.61,-0.0263,-0.1187
1997-09,21.18,0.0801,-0.1313
1997-10,21.08,-0.0047,-0.0972
1997-11,19.15,-0.0916,-0.1937
1997-12,17.64,-0.0789,-0.3194
1998-01,17.21,-0.0244,-0.2874
1998-02,15.44,-0.1028,-0.2394
1998-03,15.61,0.011,-0.2352
1998-04,15.39,-0.0141,-0.2385
1998-05,15.2,-0.0123,-0.272
1998-06,14.18,-0.0671,-0.2838
1998-07,14.21,0.0021,-0.2944
1998-08,13.34,-0.0612,-0.3197
1998-09,16.14,0.2099,-0.238
1998-10,14.42,-0.1066,-0.3159
1998-11,11.22,-0.2219,-0.4141
1998-12,12.05,0.074,-0.3169
1999-01,12.75,0.0581,-0.2592
1999-02,12.27,-0.0376,-0.2053
1999-03,16.76,0.3659,0.0737
1999-04,18.66,0.1134,0.2125
1999-05,16.84,-0.0975,0.1079
1999-06,19.29,0.1455,0.3604
1999-07,20.53,0.0643,0.4448
1999-08,22.11,0.077,0.6574
1999-09,24.51,0.1085,0.5186
1999-10,21.75,-0.1126,0.5083
1999-11,24.59,0.1306,1.1916
1999-12,25.6,0.0411,1.1245
2000-01,27.64,0.0797,1.1678
2000-02,30.43,0.1009,1.48
2000-03,26.9,-0.116,0.605
2000-04,25.74,-0.0431,0.3794
2000-05,29.01,0.127,0.7227
2000-06,32.5,0.1203,0.6848
2000-07,27.43,-0.156,0.3361
2000-08,33.12,0.2074,0.498
2000-09,30.84,-0.0688,0.2583
2000-10,32.7,0.0603,0.5034
2000-11,33.82,0.0343,0.3754
2000-12,26.8,-0.2076,0.0469
2001-01,28.66,0.0694,0.0369
2001-02,27.39,-0.0443,-0.0999
2001-03,26.29,-0.0402,-0.0227
2001-04,28.46,0.0825,0.1057
2001-05,28.37,-0.0032,-0.0221
2001-06,26.25,-0.0747,-0.1923
2001-07,26.35,0.0038,-0.0394
2001-08,27.2,0.0323,-0.1787
2001-09,23.43,-0.1386,-0.2403
2001-10,21.18,-0.096,-0.3523
2001-11,19.44,-0.0822,-0.4252
2001-12,19.84,0.0206,-0.2597
2002-01,19.48,-0.0181,-0.3203
2002-02,21.74,0.116,-0.2063
2002-03,26.31,0.2102,0.0008
2002-04,27.29,0.0372,-0.0411
2002-05,25.31,-0.0726,-0.1079
2002-06,26.86,0.0612,0.0232
2002-07,27.02,0.006,0.0254
2002-08,28.98,0.0725,0.0654
2002-09,30.45,0.0507,0.2996
2002-10,27.22,-0.1061,0.2852
2002-11,26.89,-0.0121,0.3832
2002-12,31.2,0.1603,0.5726
2003-01,33.51,0.074,0.7202
2003-02,36.6,0.0922,0.6835
2003-03,31.04,-0.1519,0.1798
2003-04,25.8,-0.1688,-0.0546
2003-05,29.56,0.1457,0.1679
2003-06,30.19,0.0213,0.124
2003-07,30.54,0.0116,0.1303
2003-08,31.57,0.0337,0.0894
2003-09,29.2,-0.0751,-0.0411
2003-10,29.11,-0.0031,0.0694
2003-11,30.41,0.0447,0.1309
2003-12,32.52,0.0694,0.0423
2004-01,33.05,0.0163,-0.0137
2004-02,36.16,0.0941,-0.012
2004-03,35.76,-0.0111,0.1521
2004-04,37.38,0.0453,0.4488
2004-05,39.88,0.0669,0.3491
2004-06,37.05,-0.071,0.2272
2004-07,43.8,0.1822,0.4342
2004-08,42.12,-0.0384,0.3342
2004-09,49.64,0.1785,0.7
2004-10,51.76,0.0427,0.7781
2004-11,49.13,-0.0508,0.6156
2004-12,43.45,-0.1156,0.3361
2005-01,48.2,0.1093,0.4584
2005-02,51.75,0.0737,0.4311
2005-03,55.4,0.0705,0.5492
2005-04,49.72,-0.1025,0.3301
2005-05,51.97,0.0453,0.3032
2005-06,56.5,0.0872,0.525
2005-07,60.57,0.072,0.3829
2005-08,68.94,0.1382,0.6368
2005-09,66.24,-0.0392,0.3344
2005-10,59.76,-0.0978,0.1546
2005-11,57.32,-0.0408,0.1667
2005-12,61.04,0.0649,0.4048
2006-01,67.92,0.1127,0.4091
2006-02,61.41,-0.0958,0.1867
2006-03,66.63,0.085,0.2027
2006-04,71.88,0.0788,0.4457
2006-05,71.29,-0.0082,0.3718
2006-06,73.93,0.037,0.3085
2006-07,74.4,0.0064,0.2283
2006-08,70.26,-0.0556,0.0191
2006-09,62.91,-0.1046,-0.0503
2006-10,58.73,-0.0664,-0.0172
2006-11,63.13,0.0749,0.1014
2006-12,61.05,-0.0329,0.0002
2007-01,58.14,-0.0477,-0.144
2007-02,61.79,0.0628,0.0062
2007-03,65.87,0.066,-0.0114
2007-04,65.71,-0.0024,-0.0858
2007-05,64.01,-0.0259,-0.1021
2007-06,70.68,0.1042,-0.044
2007-07,78.21,0.1065,0.0512
2007-08,74.04,-0.0533,0.0538
2007-09,81.66,0.1029,0.298
2007-10,94.53,0.1576,0.6096
2007-11,88.71,-0.0616,0.4052
2007-12,95.98,0.082,0.5722
2008-01,91.75,-0.0441,0.5781
2008-02,101.84,0.11,0.6482
2008-03,101.58,-0.0026,0.5421
2008-04,113.46,0.117,0.7267
2008-05,127.35,0.1224,0.9895
2008-06,140.0,0.0993,0.9808
2008-07,124.08,-0.1137,0.5865
2008-08,115.46,-0.0695,0.5594
2008-09,100.64,-0.1284,0.2324
2008-10,67.81,-0.3262,-0.2827
2008-11,54.43,-0.1973,-0.3864
2008-12,44.6,-0.1806,-0.5353
2009-01,41.68,-0.0655,-0.5457
2009-02,44.76,0.0739,-0.5605
2009-03,49.66,0.1095,-0.5111
2009-04,51.12,0.0294,-0.5494
2009-05,66.31,0.2971,-0.4793
2009-06,69.89,0.054,-0.5008
2009-07,69.45,-0.0063,-0.4403
2009-08,69.96,0.0073,-0.3941
2009-09,70.61,0.0093,-0.2984
2009-10,77.0,0.0905,0.1355
2009-11,77.28,0.0036,0.4198
2009-12,79.36,0.0269,0.7794
2010-01,72.89,-0.0815,0.7488
2010-02,79.66,0.0929,0.7797
2010-03,83.76,0.0515,0.6867
2010-04,86.15,0.0285,0.6853
2010-05,73.97,-0.1414,0.1155
2010-06,75.63,0.0224,0.0821
2010-07,78.95,0.0439,0.1368
2010-08,71.92,-0.089,0.028
2010-09,79.97,0.1119,0.1326
2010-10,81.43,0.0183,0.0575
2010-11,84.11,0.0329,0.0884
2010-12,91.38,0.0864,0.1515
2011-01,92.19,0.0089,0.2648
2011-02,96.97,0.0518,0.2173
2011-03,106.72,0.1005,0.2741
2011-04,113.93,0.0676,0.3225
2011-05,102.7,-0.0986,0.3884
2011-06,95.42,-0.0709,0.2617
2011-07,95.7,0.0029,0.2122
2011-08,88.81,-0.072,0.2348
2011-09,79.2,-0.1082,-0.0096
2011-10,93.19,0.1766,0.1444
2011-11,100.36,0.0769,0.1932
2011-12,98.83,-0.0152,0.0815
2012-01,98.48,-0.0035,0.0682
2012-02,107.07,0.0872,0.1042
2012-03,103.02,-0.0378,-0.0347
2012-04,104.87,0.018,-0.0795
2012-05,86.53,-0.1749,-0.1574
2012-06,84.96,-0.0181,-0.1096
2012-07,88.06,0.0365,-0.0798
2012-08,96.47,0.0955,0.0863
2012-09,92.19,-0.0444,0.164
2012-10,86.24,-0.0645,-0.0746
2012-11,88.91,0.031,-0.1141
2012-12,91.82,0.0327,-0.0709
2013-01,97.49,0.0618,-0.0101
2013-02,92.05,-0.0558,-0.1403
2013-03,97.23,0.0563,-0.0562
2013-04,93.46,-0.0388,-0.1088
2013-05,91.97,-0.0159,0.0629
2013-06,96.56,0.0499,0.1365
2013-07,105.03,0.0877,0.1927
2013-08,107.65,0.0249,0.1159
2013-09,102.33,-0.0494,0.11
2013-10,96.38,-0.0581,0.1176
2013-11,92.72,-0.038,0.0429
2013-12,98.42,0.0615,0.0719
2014-01,97.49,-0.0094,0.0
2014-02,102.59,0.0523,0.1145
2014-03,101.58,-0.0098,0.0447
2014-04,99.74,-0.0181,0.0672
2014-05,102.71,0.0298,0.1168
2014-06,105.37,0.0259,0.0912
2014-07,98.17,-0.0683,-0.0653
2014-08,95.96,-0.0225,-0.1086
2014-09,91.16,-0.05,-0.1092
2014-10,80.54,-0.1165,-0.1643
2014-11,66.15,-0.1787,-0.2866
2014-12,53.27,-0.1947,-0.4587
2015-01,48.24,-0.0944,-0.5052
2015-02,49.76,0.0315,-0.515
2015-03,47.6,-0.0434,-0.5314
2015-04,59.63,0.2527,-0.4021
2015-05,60.3,0.0112,-0.4129
2015-06,59.47,-0.0138,-0.4356
2015-07,47.12,-0.2077,-0.52
2015-08,49.2,0.0441,-0.4873
2015-09,45.09,-0.0835,-0.5054
2015-10,46.59,0.0333,-0.4215
2015-11,41.65,-0.106,-0.3704
2015-12,37.04,-0.1107,-0.3047
2016-01,33.62,-0.0923,-0.3031
2016-02,33.75,0.0039,-0.3217
2016-03,38.34,0.136,-0.1945
2016-04,45.92,0.1977,-0.2299
2016-05,49.1,0.0693,-0.1857
2016-06,48.33,-0.0157,-0.1873
2016-07,41.6,-0.1393,-0.1171
2016-08,44.7,0.0745,-0.0915
2016-09,48.24,0.0792,0.0699
2016-10,46.86,-0.0286,0.0058
2016-11,49.44,0.0551,0.187
2016-12,53.72,0.0866,0.4503
2017-01,52.81,-0.0169,0.5708
2017-02,54.01,0.0227,0.6003
2017-03,50.6,-0.0631,0.3198
2017-04,49.21,-0.0275,0.0716
2017-05,48.32,-0.0181,-0.0159
2017-06,46.04,-0.0472,-0.0474
2017-07,50.17,0.0897,0.206
2017-08,47.23,-0.0586,0.0566
2017-09,51.67,0.094,0.0711
2017-10,54.38,0.0524,0.1605
2017-11,57.4,0.0555,0.161
2017-12,60.42,0.0526,0.1247
2018-01,64.73,0.0713,0.2257
2018-02,61.64,-0.0477,0.1413
2018-03,64.94,0.0535,0.2834
2018-04,68.57,0.0559,0.3934
2018-05,67.04,-0.0223,0.3874
2018-06,74.15,0.1061,0.6106
2018-07,68.76,-0.0727,0.3705
2018-08,69.9977,0.018,0.4821
2018-09,73.5992,0.0515,0.4244
2018-10,65.31,-0.1126,0.201
2018-11,50.93,-0.2202,-0.1127
2018-12,45.41,-0.1084,-0.2484
2019-01,53.79,0.1845,-0.169
2019-02,57.22,0.0638,-0.0717
2019-03,60.14,0.051,-0.0739
2019-04,63.91,0.0627,-0.068
2019-05,53.5,-0.1629,-0.202
2019-06,59.4601,0.1114,-0.1981
2019-07,58.58,-0.0148,-0.1481
2019-08,55.1,-0.0594,-0.2128
2019-09,54.07,-0.0187,-0.2653
2019-10,54.18,0.002,-0.1704
2019-11,55.4872,0.0241,0.0895
2019-12,60.7556,0.0949,0.3379
2020-01,51.56,-0.1514,-0.0415
2020-02,44.76,-0.1319,-0.2178
2020-03,20.48,-0.5424,-0.6595
2020-04,18.84,-0.0801,-0.7052
2020-05,35.49,0.8838,-0.3366
2020-06,39.27,0.1065,-0.3396
2020-07,40.27,0.0255,-0.3126
2020-08,42.61,0.0581,-0.2267
2020-09,40.22,-0.0561,-0.2561
2020-10,35.79,-0.1101,-0.3394
2020-11,45.34,0.2668,-0.1829
2020-12,48.52,0.0701,-0.2014
2021-01,52.2,0.0758,0.0124
2021-02,61.5,0.1782,0.374
2021-03,59.16,-0.038,1.8887
2021-04,63.58,0.0747,2.3747
2021-05,66.93,0.0527,0.8859
2021-06,73.47,0.0977,0.8709
2021-07,73.95,0.0065,0.8364
2021-08,68.5,-0.0737,0.6076
2021-09,75.03,0.0953,0.8655
2021-10,81.78,0.09,1.285
2021-11,65.85,-0.1948,0.4524
2021-12,74.88,0.1371,0.5433
2022-01,86.49,0.155,0.6569
2022-02,93.5,0.081,0.5203
2022-03,107.82,0.1532,0.8225
